participant_id;session_id;team_name;sport;question_key;code_1;code_2;;code_2 Frequency Table;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q7_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q11_Athlete;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q12_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q5_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q7_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q11_Athlete;no_inclusion_retention;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q12_Athlete;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q7_Athlete;"fairness_reciprocity; social_comfort_broad; trust_safety";"equity_and_retention; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q9_Athlete;"fairness_reciprocity; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q11_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q12_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q1_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q3_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q5_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q7_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q9_Athlete;community_support;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q11_Athlete;face_to_face_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q12_Athlete;"cost_access_barrier; positive_acceptance";"equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q13_Athlete;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q1_Coach;"cost_access_barrier; inclusion_retention; competition_pressure";"equity_and_retention; incentive_governance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q2_Coach;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q3_Coach;"motivation_reward; trust_safety; social_comfort_team";"incentive_governance; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q4_Coach;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q5_Coach;"social_comfort_team; positive_circulation_response; community_support; trust_safety";"trust_negotiation; circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q6_Coach;"social_comfort_team; positive_circulation_response; skeptical_response; trust_safety";"trust_negotiation; circular_exchange_engagement; evaluative_stance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q7_Coach;"community_support; positive_acceptance";"equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q8_Coach;"trust_safety; community_support; positive_acceptance";"trust_negotiation; equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q9_Coach;"motivation_reward; practical_system";"incentive_governance; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q10_Coach;"community_support; competition_pressure";"equity_and_retention; incentive_governance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q11_Coach;trust_safety;trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q12_Coach;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q13_Coach;"positive_circulation_response; positive_acceptance";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q14_Coach;"scam_risk; hygiene_quality_concern; practical_system";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q15_Coach;"skeptical_response; cost_access_barrier";"evaluative_stance; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q16_Coach;"app_preference; social_comfort_broad; practical_system; trust_safety";"exchange_modality_preference; trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q1_Coach;no_inclusion_retention;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q2_Coach;"cost_access_barrier; no_inclusion_retention; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q3_Coach;"social_comfort_team; community_support; trust_safety";"trust_negotiation; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q4_Coach;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q5_Coach;"cost_access_barrier; no_inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q6_Coach;"positive_circulation_response; community_support; positive_acceptance";"circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q7_Coach;"motivation_reward; app_preference; practical_system";"incentive_governance; exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q8_Coach;"competition_pressure; skeptical_response";"incentive_governance; evaluative_stance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q9_Coach;"motivation_reward; practical_system; competition_pressure";"incentive_governance; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q10_Coach;"motivation_reward; competition_pressure";incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q11_Coach;"social_comfort_broad; trust_safety; community_support";"trust_negotiation; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q12_Coach;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q13_Coach;"cost_access_barrier; app_preference; positive_circulation_response; practical_system";"equity_and_retention; exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q14_Coach;"trust_safety; hygiene_quality_concern; positive_circulation_response; scam_risk";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q15_Coach;"motivation_reward; skeptical_response; practical_system";"incentive_governance; evaluative_stance; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q16_Coach;"motivation_reward; cost_access_barrier; positive_circulation_response; practical_system";"incentive_governance; equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q1_Coach;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q2_Coach;"cost_access_barrier; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q3_Coach;"social_comfort_team; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q4_Coach;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q5_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q6_Coach;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q7_Coach;"inclusion_retention; community_support; app_preference";"equity_and_retention; exchange_modality_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q8_Coach;"app_preference; positive_acceptance";"exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q9_Coach;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q10_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q11_Coach;"trust_safety; social_comfort_team";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q12_Coach;"trust_safety; practical_system; scam_risk; social_comfort_broad";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q13_Coach;"cost_access_barrier; positive_acceptance";"equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q14_Coach;"hygiene_quality_concern; fairness_reciprocity; practical_system";"circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q15_Coach;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q16_Coach;"cost_access_barrier; practical_system; positive_acceptance";"equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q1_Coach;no_inclusion_retention;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q2_Coach;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q3_Coach;"social_comfort_team; community_support";"trust_negotiation; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q4_Coach;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q5_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q6_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q7_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q8_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q9_Coach;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q10_Coach;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q11_Coach;trust_safety;trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q12_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q13_Coach;"app_preference; positive_circulation_response";"exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q14_Coach;"hygiene_quality_concern; practical_system; positive_acceptance";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q15_Coach;"inclusion_retention; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q16_Coach;"positive_acceptance;app_preference";"circular_exchange_engagement; exchange_modality_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q1_Coach;inclusion_retention;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q2_Coach;"cost_access_barrier; practical_system; positive_acceptance";"equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q3_Coach;"social_comfort_team; community_support";"trust_negotiation; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q4_Coach;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q5_Coach;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q6_Coach;"social_comfort_broad; positive_circulation_response";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q7_Coach;"app_preference; community_support; positive_acceptance";"exchange_modality_preference; equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q8_Coach;competition_pressure;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q9_Coach;"motivation_reward; positive_circulation_response; practical_system; competition_pressure";"incentive_governance; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q10_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q11_Coach;trust_safety;trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q12_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q13_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q14_Coach;"hygiene_quality_concern; app_preference; positive_acceptance; skeptical_response";"circular_exchange_engagement; exchange_modality_preference; evaluative_stance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q15_Coach;"social_comfort_team; community_support";"trust_negotiation; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q16_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q1_Coach;no_inclusion_retention;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q2_Coach;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q3_Coach;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q4_Coach;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q5_Coach;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q6_Coach;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q7_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q8_Coach;"motivation_reward; competition_pressure; positive_acceptance";"incentive_governance; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q9_Coach;"motivation_reward; positive_acceptance; trust_safety";"incentive_governance; circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q10_Coach;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q11_Coach;"trust_safety; community_support";"trust_negotiation; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q12_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q13_Coach;"cost_access_barrier; positive_acceptance";"equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q14_Coach;"hygiene_quality_concern; app_preference; positive_acceptance; practical_system";"circular_exchange_engagement; exchange_modality_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q15_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q16_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q1_Coach;competition_pressure;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q2_Coach;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q3_Coach;"social_comfort_team; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q4_Coach;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q5_Coach;"cost_access_barrier; positive_circulation_response; social_comfort_team; trust_safety";"equity_and_retention; circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q6_Coach;"positive_circulation_response;social_comfort_broad";"circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q7_Coach;app_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q8_Coach;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q9_Coach;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q10_Coach;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q11_Coach;"trust_safety; social_comfort_team";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q12_Coach;"trust_safety; social_comfort_broad";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q13_Coach;"app_preference; positive_circulation_response";"exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
