participant_id;session_id;team_name;sport;question_key;response_text;code_1;;;Table 1: Code_1 Occurrences;;;Table 2: Code_1 Occurrences by Question Key;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1_A01;T1;Uppsala Sirius U15;Football;Q1_Athlete;I think it would be good. Yeah, great.;positive_acceptance;;;Code (20);Count;;Code;Q1_Athlete;Q2_Athlete;Q3_Athlete;Q4_Athlete;Q5_Athlete;Q6_Athlete;Q7_Athlete;Q8_Athlete;Q9_Athlete;Q10_Athlete;Q11_Athlete;Q12_Athlete;Q13_Athlete;Athlete Total;Q1_Coach;Q2_Coach;Q3_Coach;Q4_Coach;Q5_Coach;Q6_Coach;Q7_Coach;Q8_Coach;Q9_Coach;Q10_Coach;Q11_Coach;Q12_Coach;Q13_Coach;Q14_Coach;Q15_Coach;Q16_Coach;Coach Total;Grand Total
T6_A01;T6;Uppsala IF U16;Football;Q13_Athlete;I think it is good now;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q1_Athlete;It motivates me;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q2_Athlete;Yeah;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q3_Athlete;Yeah I feel comfortable;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q4_Athlete;Shirts;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q5_Athlete;Shirts;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q6_Athlete;Through the app;app_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q7_Athlete;Yeah it would feel differnet;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q8_Athlete;I would be comfortable with same team;"social_comfort_team; positive_acceptance; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q9_Athlete;I would not feel good;"fairness_reciprocity; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q10_Athlete;I bought shorts too;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q11_Athlete;I heard no one;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q12_Athlete;It would help;community_support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q13_Athlete;Yeah it would work;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q1_Athlete;It motivates me ;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q2_Athlete;Yeah it does;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q3_Athlete;Yeah it would be more than okay;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q4_Athlete;Tee shirts;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q5_Athlete;Tee shirts;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q6_Athlete;Through the app;app_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q7_Athlete;I would feel nothing;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q8_Athlete;I would prefer someone I only know personally;"social_comfort_team; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q9_Athlete;It does not matter;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q10_Athlete;I did with my tee shirts;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q11_Athlete;Nobody;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q12_Athlete;Yeah ofcourse;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q13_Athlete;I think it is good. Maybe the communication should be good;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q1_Athlete;I think it is very good;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q2_Athlete;It is like reward for like training;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q3_Athlete;Yeah it will be comfortable to get old from people;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q4_Athlete;To give old and receive new ones from store;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q5_Athlete;Like my old shoes to give away;"positive_circulation_response; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q6_Athlete;I think it is good with app, so whenever you want you can approach the people and get things;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q7_Athlete;I dont think it matters;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q8_Athlete;Yeah both teammate and other teams;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q9_Athlete;I think I will use it again, like a support policy;community_support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q10_Athlete;I sold my old football shoes;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q11_Athlete;No I have not heard, only in social media;"cost_access_barrier; skeptical_response";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q12_Athlete;I think it would help people stay in sport;inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q13_Athlete;Yes I think it would work;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q1_Athlete;It is good to get new stuffs;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q2_Athlete;Motivation stuff and reward too;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q3_Athlete;I am comfortable if they are comfortable;"positive_acceptance; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q4_Athlete;Shoes that are too small, old, maybe like shorts, shirts and shinpad;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q5_Athlete;Like shorts, shirts and shinpad;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q6_Athlete;Maybe practice, where you can meetup and get;face_to_face_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q7_Athlete;It does not matter for me;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q8_Athlete;Yea it does not matter that much, you can meetup somewhere near that is fine;"face_to_face_preference; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q9_Athlete;It does not matter that much, I will help;"fairness_reciprocity; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q10_Athlete;I did not yet, but I am motivated to do that;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q11_Athlete;I dont know anyone, but I have seen and heard;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q12_Athlete;I think it would work, if proper meetups are made;"face_to_face_preference; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q13_Athlete;Yes sure, nothing could go wrong;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q1_Athlete;It is good, I like what you are doing;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q2_Athlete;Motivation and reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q3_Athlete;Yeah it is good and comfortable;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q4_Athlete;Shorts and Tee shirts;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q5_Athlete;Shorts and Tee shirts;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q6_Athlete;I think also app is good;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q7_Athlete;Does not matter;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q8_Athlete;Does not matter for me;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q9_Athlete;Does not matter;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q10_Athlete;Haven't done it yet. But I am too motivated to do that;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q11_Athlete;I have seen people who cant afford to buy;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q12_Athlete;I think it is a nice app, it would work;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q13_Athlete;Yes sure;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q1_Athlete;I think it is good;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q2_Athlete;Yeah it feels like motivation;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q3_Athlete;It is comfortable;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q4_Athlete;Shinpads;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q5_Athlete;Shinpads;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q6_Athlete;App is good and also training;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q7_Athlete;Does not matter;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q8_Athlete;Does not matter;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q9_Athlete;Does not matter;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q10_Athlete;Yes I have sold my shoes;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q11_Athlete;My friend could not buy soccer shoes, so he quit;no_inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q12_Athlete;It will work, it is a great concept;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A04;T8;Rasbo IP U16;Football;Q13_Athlete;It will work;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q1_Athlete;It is good really;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q2_Athlete;Yes it will motivate me;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q3_Athlete;Yeah I think it is comfortable for me;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q4_Athlete;Shoes and shinpads;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q5_Athlete;Shoes and shinpads;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q6_Athlete;App and trainings;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q7_Athlete;Dont care;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q8_Athlete;Both are fine;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q9_Athlete;I do not care;"fairness_reciprocity; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q10_Athlete;Yes I sold my sport shoes;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q11_Athlete;I have not seen anyone;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q12_Athlete;I think it would work;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A05;T8;Rasbo IP U16;Football;Q13_Athlete;I dont see anything going wrong, it will work;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q1_Athlete;Yes motivation;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q2_Athlete;Yeah it is comfortable;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q3_Athlete;Shoes, shinpads and socks;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q4_Athlete;Shoes, shinpads and socks;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q5_Athlete;Trainings, because you can try it see yourself;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q6_Athlete;Do not matter;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q7_Athlete;Both good for me;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q8_Athlete;I do not care;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q9_Athlete;It is good to help so I dont care;community_support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q10_Athlete;Yes some sport equipments;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q11_Athlete;Not in person, but in social media;face_to_face_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q12_Athlete;I think it would work, because you save money. It sounds like a revolution for me;"cost_access_barrier; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A06;T8;Rasbo IP U16;Football;Q13_Athlete;Maybe;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q1_Coach;I think when they get older, school can be a source of pressure, they wanna hang out with friends, and a lot of sports get expensive. And they have to decide whether to choose a single sport if they played multiple when they were kids;"cost_access_barrier; inclusion_retention; competition_pressure";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q2_Coach;Yeah, I think that it's a lot more expensive than it used to be, if you don't have a lot of money, like regular clothes or sports clothes, but in Sweden there are a lot of clubs and programs, if you cannot afford sports, they will fund. I know a person who got used to it, But there could also be a pride thing, as you don't wanna get funded by programs. And also, each sport costs differently, so it depends on the sport, too.;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q3_Coach;I think that its morea bout friendship, a secure coach and leader. The relationship is important. It was a bad day at school, so they felt excited to come to training and feel good. You know to be in a safe place, train, play a game, have fun, and feel included.;"motivation_reward; trust_safety; social_comfort_team";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q4_Coach;shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q5_Coach;In my team, no, but I played myself from a young age, so that's definitely happening, my dad is a coach too, so he also helped kids by giving away my shoes to them, so that they can extend their playing career. And also again, it depends on the game you are playing;"social_comfort_team; positive_circulation_response; community_support; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q6_Coach;I don't know, in the team, they have similar sizes. But in siblings, fb pages, they exchange things, like Sirius clubs, they do that. Not within the team, maybe, but to siblings and younger cousins.;"social_comfort_team; positive_circulation_response; skeptical_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q7_Coach;It is always nice to ask people how you are doing ofcouse, of course, but if they say I am not feeling well, did someone know about it? Then I like to check in with kids, how they're feeling.;"community_support; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q8_Coach;I think I would need to know more about the app, but unless it is taking any advantage, it is a good thing. Also, it should not feel like homework. It should feel like they should rely on it and feel helpful. It is always good for younger kids to rely on coaches;"trust_safety; community_support; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q9_Coach;I think if they need a backpack, then it will be a motivation.;"motivation_reward; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q10_Coach;It is always a risk. Yes, as long as it does not become competitive, the competition should be healthy, because it is easy to get the following statistics. I want my kids to be united as a team.;"community_support; competition_pressure";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q11_Coach;We have been very tough, but here it is a safe place, and they trust each other.;trust_safety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q12_Coach;I don't know;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q13_Coach;I think it is good to reuse things, by giving or selling, and do not want ot throw things out. IF there is an app, it makes things easier.;"positive_circulation_response; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q14_Coach;Hygiene, of course. And also scams. And when you see a different picture of shoes, and you get something different;"scam_risk; hygiene_quality_concern; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q15_Coach;I think maybe in other sports rather than basketball. It is always good to make kids play sports rather than play only with super-branded shoes.;"skeptical_response; cost_access_barrier";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;T2;Uppsala Basketball Lions;Basketball;Q16_Coach;I think setting some rules and engaging more with the app will make things easier and more flexible. I think the well-being questions are good. But as for the equipment circularity, I cannot answer, as in my team, they don't really need it. But for other teams, it would be more useful.;"app_preference; social_comfort_broad; practical_system; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q1_Coach;Lack of interest, I think. Most of the kids play some kind of sport up to like this age, then they quit because they start new schools, they start gymnasium, and the kids that want to make more effort in the sport, they continue. But otherwise, when they choose, like, if they want to be a mechanical or study economics or whatever, then they don't put down so much time in sports. Because of the career, academic career. Yeah, I think many quit when they get around 15-16.;no_inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q2_Coach;Yeah, of course, we have heard about it, not in this team so much, but in the last team I coached in, we had some kids that were struggling a bit because their parents, it's single parents, it's a hard life for them, you know, high rents and food, they are getting more expensive, and travel to work, it's more expensive, everything is very expensive for them. So, of course, it could be that they can't afford to continue with sports. Yeah, but there are a few organizations that help these kids, so there is help to get, but often it's not enough because it's too expensive to do the sports also. But I feel it's quite strong, what do you call it, all the parents want the kids to do or have activities like sports, so they do pretty much, they try to do as much as they can to give the kids the opportunity to be active in what they want.;"cost_access_barrier; no_inclusion_retention; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q3_Coach;That's a hard one, because some of the kids, they are here to, you know, meet their friends and have fun and just play around and just go with the flow. Some of the kids, they want to really develop and maybe play in a higher league when they get older, so it's a mix. So, to make, and it's a real challenge to be a coach and make the best for all of them. Because some of the kids you need to be a bit more laid back with and make them to be able to have fun. And the other kids need the challenge and help to develop the skills, so you have to be... Yeah, it depends very much.;"social_comfort_team; community_support; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q4_Coach;Yeah, basketball shoes.;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q5_Coach;Yeah, it could be, yeah. But not so much in this team, happily. But in our experience, we have seen... Yeah, I have been... had kids that doesn't show up to cups because... They want to buy additional shoes. Yeah, or in some away games, we need to eat out at the restaurant and they can't afford that. So, then the kids won't show up to that, yeah.;"cost_access_barrier; no_inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q6_Coach;No, not so much here in Uppsala but Yeah, Knivsta. It's a smaller community, so the guys are a bit more friendly to each other. So, of course, if you forgot your shoes and you got an extra spare part, then you could... So, Yeah, sharing. So, it happens, but not so often. Not so often. Especially here in Uppsala;"positive_circulation_response; community_support; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
